data	mut	pop	len	ind	ploidy	rep	method	rf	time	core
M21	5.00E-08	1.00E+06	5.00E+06	1	1	11	CASTER-site	0	14.504	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	12	CASTER-site	0	15.281	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	13	CASTER-site	3	9.619	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	14	CASTER-site	1	12.845	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	15	CASTER-site	1	10.757	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	16	CASTER-site	0	11.002	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	17	CASTER-site	2	12.997	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	18	CASTER-site	1	11.575	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	19	CASTER-site	0	9.746	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	20	CASTER-site	0	7.785	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	21	CASTER-site	0	13.901	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	22	CASTER-site	0	10.766	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	23	CASTER-site	0	11.407	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	24	CASTER-site	0	10.608	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	25	CASTER-site	0	12.348	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	26	CASTER-site	2	10.976	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	27	CASTER-site	1	9.301	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	28	CASTER-site	1	9.823	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	29	CASTER-site	1	9.122	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	30	CASTER-site	0	14.658	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	31	CASTER-site	2	13.498	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	32	CASTER-site	1	13.952	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	33	CASTER-site	0	10.512	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	34	CASTER-site	1	10.229	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	35	CASTER-site	0	10.517	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	36	CASTER-site	0	8.934	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	37	CASTER-site	0	10.115	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	38	CASTER-site	0	11.327	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	39	CASTER-site	0	11.438	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	40	CASTER-site	0	10.167	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	41	CASTER-site	1	10.703	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	42	CASTER-site	0	9.524	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	43	CASTER-site	1	10.387	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	44	CASTER-site	1	10.429	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	45	CASTER-site	1	14.657	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	46	CASTER-site	0	8.116	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	47	CASTER-site	1	10.204	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	48	CASTER-site	0	12.833	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	49	CASTER-site	1	15.715	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	50	CASTER-site	0	10.167	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	1	CASTER-pair	0	56.316	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	2	CASTER-pair	0	36.674	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	3	CASTER-pair	0	44.289	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	4	CASTER-pair	1	51.742	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	5	CASTER-pair	5	63.987	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	6	CASTER-pair	2	49.989	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	7	CASTER-pair	0	48.48	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	8	CASTER-pair	3	56.258	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	9	CASTER-pair	1	66.207	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	10	CASTER-pair	0	57.95	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	11	CASTER-pair	1	67.655	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	12	CASTER-pair	1	64.189	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	13	CASTER-pair	0	46.997	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	14	CASTER-pair	1	51.536	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	15	CASTER-pair	2	47.41	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	16	CASTER-pair	0	56.86	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	17	CASTER-pair	2	61.631	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	18	CASTER-pair	2	57.563	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	19	CASTER-pair	0	48.378	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	20	CASTER-pair	0	42.311	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	21	CASTER-pair	0	68.327	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	22	CASTER-pair	0	70.172	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	23	CASTER-pair	0	66.314	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	24	CASTER-pair	0	55.31	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	25	CASTER-pair	0	59.962	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	26	CASTER-pair	0	51.966	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	27	CASTER-pair	2	62.873	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	28	CASTER-pair	2	114.9	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	29	CASTER-pair	0	44.851	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	30	CASTER-pair	0	78.101	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	31	CASTER-pair	0	74.122	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	32	CASTER-pair	1	66.978	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	33	CASTER-pair	0	51.92	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	34	CASTER-pair	1	59.403	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	35	CASTER-pair	2	56.993	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	36	CASTER-pair	0	53.982	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	37	CASTER-pair	1	50.865	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	38	CASTER-pair	0	56.186	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	39	CASTER-pair	2	56.57	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	40	CASTER-pair	0	52.782	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	41	CASTER-pair	0	48.771	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	42	CASTER-pair	0	61.656	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	43	CASTER-pair	0	54.045	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	44	CASTER-pair	1	65.614	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	45	CASTER-pair	1	61.342	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	46	CASTER-pair	0	45.706	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	47	CASTER-pair	1	60.941	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	48	CASTER-pair	2	81.651	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	49	CASTER-pair	1	62.165	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	50	CASTER-pair	1	58.526	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	1	CASTER-pair	0	128.84	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	2	CASTER-pair	0	85.136	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	3	CASTER-pair	0	106.382	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	4	CASTER-pair	0	127.201	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	5	CASTER-pair	0	163.513	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	6	CASTER-pair	1	138.076	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	7	CASTER-pair	0	117.238	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	8	CASTER-pair	0	143.061	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	9	CASTER-pair	1	151.353	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	10	CASTER-pair	0	136.119	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	11	CASTER-pair	1	145.529	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	12	CASTER-pair	0	145.326	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	13	CASTER-pair	0	112.35	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	14	CASTER-pair	1	133.355	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	15	CASTER-pair	0	119.938	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	16	CASTER-pair	0	146.363	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	17	CASTER-pair	2	138.19	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	18	CASTER-pair	2	141.523	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	19	CASTER-pair	0	113.602	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	20	CASTER-pair	0	119.726	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	21	CASTER-pair	0	145.031	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	22	CASTER-pair	0	149.873	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	23	CASTER-pair	0	147.967	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	24	CASTER-pair	0	122.789	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	25	CASTER-pair	0	133.848	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	26	CASTER-pair	1	137.743	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	27	CASTER-pair	1	143.944	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	28	CASTER-pair	0	401.026	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	29	CASTER-pair	1	121.898	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	30	CASTER-pair	0	159.632	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	31	CASTER-pair	1	164.483	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	32	CASTER-pair	1	137.54	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	33	CASTER-pair	0	122.578	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	34	CASTER-pair	0	136.58	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	35	CASTER-pair	1	147.01	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	36	CASTER-pair	0	118.659	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	37	CASTER-pair	1	135.246	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	38	CASTER-pair	0	132.774	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	39	CASTER-pair	1	140.099	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	40	CASTER-pair	0	139.792	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	41	CASTER-pair	0	130.089	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	42	CASTER-pair	0	145.141	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	43	CASTER-pair	0	123.52	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	44	CASTER-pair	0	151.28	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	45	CASTER-pair	0	140.316	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	46	CASTER-pair	0	112.333	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	47	CASTER-pair	2	147.695	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	48	CASTER-pair	0	149.093	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	49	CASTER-pair	0	146.168	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	50	CASTER-pair	0	137.837	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	1	CASTER-site	0	78.257	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	2	CASTER-site	0	39.106	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	3	CASTER-site	0	48.827	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	4	CASTER-site	0	53.814	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	5	CASTER-site	0	53.623	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	6	CASTER-site	1	55.775	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	7	CASTER-site	0	53.471	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	8	CASTER-site	0	75.537	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	9	CASTER-site	1	59.423	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	10	CASTER-site	1	58.939	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	11	CASTER-site	0	65.147	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	12	CASTER-site	0	68.757	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	13	CASTER-site	0	44.484	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	14	CASTER-site	1	59.729	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	15	CASTER-site	0	51.731	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	16	CASTER-site	0	58.437	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	17	CASTER-site	1	66.574	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	18	CASTER-site	2	55.906	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	19	CASTER-site	0	50.471	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	20	CASTER-site	0	45.576	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	21	CASTER-site	0	60.068	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	22	CASTER-site	0	62.55	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	23	CASTER-site	0	63.902	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	24	CASTER-site	0	50.637	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	25	CASTER-site	0	60.565	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	26	CASTER-site	2	51.411	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	27	CASTER-site	1	61.218	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	28	CASTER-site	1	53.583	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	29	CASTER-site	1	45.162	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	30	CASTER-site	0	69.5	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	31	CASTER-site	2	70.267	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	32	CASTER-site	1	69.155	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	33	CASTER-site	0	51.516	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	34	CASTER-site	0	54.345	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	35	CASTER-site	0	58.895	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	36	CASTER-site	0	48.866	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	37	CASTER-site	0	52.079	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	38	CASTER-site	0	55.142	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	39	CASTER-site	0	58.311	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	40	CASTER-site	0	53.618	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	41	CASTER-site	0	50.47	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	42	CASTER-site	0	56.888	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	43	CASTER-site	0	52.593	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	44	CASTER-site	0	59.898	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	45	CASTER-site	0	58.9	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	46	CASTER-site	0	50.101	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	47	CASTER-site	2	60.239	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	48	CASTER-site	1	64.401	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	49	CASTER-site	0	56.823	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	50	CASTER-site	0	52.493	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	1	CASTER-site	0	237.493	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	2	CASTER-site	0	142.521	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	3	CASTER-site	0	185.741	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	4	CASTER-site	0	215.902	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	5	CASTER-site	0	202.031	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	6	CASTER-site	1	207.142	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	7	CASTER-site	0	198.319	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	8	CASTER-site	0	252.749	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	9	CASTER-site	1	216.264	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	10	CASTER-site	1	208.392	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	11	CASTER-site	0	216.575	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	12	CASTER-site	0	229.771	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	13	CASTER-site	0	174.841	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	14	CASTER-site	1	221.371	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	15	CASTER-site	0	197.24	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	16	CASTER-site	0	231.106	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	17	CASTER-site	2	222.62	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	18	CASTER-site	2	209.723	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	19	CASTER-site	0	180.183	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	20	CASTER-site	0	185.241	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	21	CASTER-site	0	223.557	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	22	CASTER-site	0	220.937	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	23	CASTER-site	0	230.876	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	24	CASTER-site	0	189.149	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	25	CASTER-site	0	209.927	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	26	CASTER-site	2	211.115	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	27	CASTER-site	1	219.76	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	28	CASTER-site	1	216.39	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	29	CASTER-site	1	170.437	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	30	CASTER-site	0	242.464	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	31	CASTER-site	2	236.778	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	32	CASTER-site	0	216.88	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	33	CASTER-site	0	202.991	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	34	CASTER-site	0	196.693	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	35	CASTER-site	0	210.301	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	36	CASTER-site	0	187.373	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	37	CASTER-site	0	206.518	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	38	CASTER-site	0	202.401	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	39	CASTER-site	0	214.229	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	40	CASTER-site	0	202.033	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	41	CASTER-site	0	191.692	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	42	CASTER-site	0	211.409	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	43	CASTER-site	0	205.889	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	44	CASTER-site	0	229.336	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	45	CASTER-site	0	213.897	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	46	CASTER-site	0	183.125	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	47	CASTER-site	2	213.402	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	48	CASTER-site	1	214.647	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	49	CASTER-site	0	198.455	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	50	CASTER-site	1	205.161	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	1	CASTER-pair	0	469.784	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	2	CASTER-pair	0	304.093	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	3	CASTER-pair	0	414.361	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	4	CASTER-pair	0	464.155	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	5	CASTER-pair	0	477.649	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	6	CASTER-pair	1	497.782	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	7	CASTER-pair	0	402.396	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	8	CASTER-pair	0	535.994	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	9	CASTER-pair	0	483.069	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	10	CASTER-pair	0	485.557	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	11	CASTER-pair	0	478.447	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	12	CASTER-pair	0	475.753	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	13	CASTER-pair	0	423.672	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	14	CASTER-pair	1	449.304	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	15	CASTER-pair	0	430.301	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	16	CASTER-pair	0	542.447	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	17	CASTER-pair	1	522.586	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	18	CASTER-pair	2	498.909	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	19	CASTER-pair	0	379.744	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	20	CASTER-pair	0	457.082	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	21	CASTER-pair	0	437.144	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	22	CASTER-pair	0	470.733	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	23	CASTER-pair	1	462.613	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	24	CASTER-pair	0	432.04	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	25	CASTER-pair	0	444.934	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	26	CASTER-pair	1	475.164	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	27	CASTER-pair	1	470.273	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	28	CASTER-pair	0	1319.518	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	29	CASTER-pair	0	407.308	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	30	CASTER-pair	0	545.099	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	31	CASTER-pair	1	716.517	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	32	CASTER-pair	1	445.936	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	33	CASTER-pair	0	428.858	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	34	CASTER-pair	0	468.964	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	35	CASTER-pair	0	482.258	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	36	CASTER-pair	0	420.598	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	37	CASTER-pair	0	533.497	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	38	CASTER-pair	0	484.565	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	39	CASTER-pair	0	511.079	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	40	CASTER-pair	0	475.762	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	41	CASTER-pair	0	471.931	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	42	CASTER-pair	0	489.436	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	43	CASTER-pair	0	440.6	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	44	CASTER-pair	0	538.734	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	45	CASTER-pair	0	482.414	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	46	CASTER-pair	0	412.463	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	47	CASTER-pair	1	507.1	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	48	CASTER-pair	0	486.788	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	49	CASTER-pair	0	470.831	8
M21	5.00E-08	1.00E+06	5.00E+06	20	1	50	CASTER-pair	0	480.453	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	1	SVDQuartets	0	1.73	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	2	SVDQuartets	0	1.56	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	3	SVDQuartets	1	1.1	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	4	SVDQuartets	0	2.35	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	5	SVDQuartets	1	2.69	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	6	SVDQuartets	0	9.18	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	7	SVDQuartets	3	1.44	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	8	SVDQuartets	2	1.33	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	9	SVDQuartets	2	2.62	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	10	SVDQuartets	1	1.41	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	11	SVDQuartets	1	11.98	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	12	SVDQuartets	1	1.82	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	13	SVDQuartets	2	2.26	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	14	SVDQuartets	2	1.29	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	15	SVDQuartets	2	1.24	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	16	SVDQuartets	1	9.5	8
