data	mut	pop	len	ind	ploidy	rep	method	rf	time	core
M201	5.00E-09	1.00E+05	5.00E+06	1	1	4	CASTER-site	6	142.067	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	5	CASTER-site	4	165.499	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	6	CASTER-site	6	92.564	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	7	CASTER-site	2	154.395	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	8	CASTER-site	4	95.996	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	9	CASTER-site	2	139.673	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	10	CASTER-site	6	79.752	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	11	CASTER-site	4	85.692	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	12	CASTER-site	5	77.827	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	13	CASTER-site	3	139.078	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	14	CASTER-site	5	146.607	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	15	CASTER-site	2	79.961	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	16	CASTER-site	0	81.974	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	17	CASTER-site	2	142.575	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	18	CASTER-site	8	82.412	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	19	CASTER-site	6	143.293	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	20	CASTER-site	4	140.509	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	21	CASTER-site	1	138.84	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	22	CASTER-site	2	91.523	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	23	CASTER-site	6	147.365	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	24	CASTER-site	1	140.462	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	25	CASTER-site	2	80.894	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	26	CASTER-site	3	89.835	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	27	CASTER-site	5	149.169	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	28	CASTER-site	1	81.931	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	29	CASTER-site	4	83.409	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	30	CASTER-site	3	147.212	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	31	CASTER-site	4	79.946	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	32	CASTER-site	0	143.952	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	33	CASTER-site	5	79.838	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	34	CASTER-site	4	89.424	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	35	CASTER-site	3	78.572	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	36	CASTER-site	4	82.193	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	37	CASTER-site	1	136.205	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	38	CASTER-site	3	140.335	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	39	CASTER-site	3	86.915	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	40	CASTER-site	2	135.54	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	41	CASTER-site	6	86.221	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	42	CASTER-site	4	143.258	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	43	CASTER-site	1	140.125	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	44	CASTER-site	1	137.964	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	45	CASTER-site	3	77.34	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	46	CASTER-site	1	141.327	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	47	CASTER-site	6	80.597	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	48	CASTER-site	3	144.467	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	49	CASTER-site	3	87.927	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	50	CASTER-site	5	82.142	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	1	CASTER-pair	3	476.981	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	2	CASTER-pair	1	324.164	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	3	CASTER-pair	4	662.597	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	4	CASTER-pair	6	489.073	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	5	CASTER-pair	2	392.052	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	6	CASTER-pair	5	293.147	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	7	CASTER-pair	0	427.305	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	8	CASTER-pair	3	388.79	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	9	CASTER-pair	1	510.756	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	10	CASTER-pair	3	358.856	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	11	CASTER-pair	5	412.509	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	12	CASTER-pair	4	302.573	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	13	CASTER-pair	6	599.783	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	14	CASTER-pair	4	439.214	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	15	CASTER-pair	5	343.948	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	16	CASTER-pair	2	304.698	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	17	CASTER-pair	2	418.387	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	18	CASTER-pair	4	378.28	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	19	CASTER-pair	3	622.01	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	20	CASTER-pair	2	377.832	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	21	CASTER-pair	1	518.514	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	22	CASTER-pair	1	448.314	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	23	CASTER-pair	3	560.411	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	24	CASTER-pair	2	548.173	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	25	CASTER-pair	1	485.544	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	26	CASTER-pair	1	305.403	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	27	CASTER-pair	3	639.338	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	28	CASTER-pair	1	328.94	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	29	CASTER-pair	4	330.066	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	30	CASTER-pair	2	477.331	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	31	CASTER-pair	1	286.066	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	32	CASTER-pair	2	845.37	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	33	CASTER-pair	3	357.315	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	34	CASTER-pair	2	377.046	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	35	CASTER-pair	2	305.485	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	36	CASTER-pair	2	263.679	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	37	CASTER-pair	3	498.919	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	38	CASTER-pair	2	632.737	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	39	CASTER-pair	4	360.832	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	40	CASTER-pair	3	473.194	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	41	CASTER-pair	3	371.42	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	42	CASTER-pair	1	533.72	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	43	CASTER-pair	3	639.819	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	44	CASTER-pair	0	423.849	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	45	CASTER-pair	3	290.169	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	46	CASTER-pair	0	544.956	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	47	CASTER-pair	2	343.281	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	48	CASTER-pair	3	646.002	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	49	CASTER-pair	1	358.081	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	50	CASTER-pair	2	330.406	32
M201	5.00E-09	1.00E+05	5.00E+06	1	1	1	SVDQuartets	6	1236	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	2	SVDQuartets	3	755	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	3	SVDQuartets	5	1312	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	4	SVDQuartets	7	1146	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	5	SVDQuartets	3	1499	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	6	SVDQuartets	6	1584	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	7	SVDQuartets	8	1361	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	8	SVDQuartets	4	1045	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	9	SVDQuartets	6	1224	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	10	SVDQuartets	6	1051	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	11	SVDQuartets	6	1144	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	12	SVDQuartets	7	817	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	13	SVDQuartets	5	1330	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	14	SVDQuartets	7	1122	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	15	SVDQuartets	13	931	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	16	SVDQuartets	3	820	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	17	SVDQuartets	1	1398	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	18	SVDQuartets	4	1075	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	19	SVDQuartets	4	1400	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	20	SVDQuartets	3	2031	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	21	SVDQuartets	5	1552	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	22	SVDQuartets	3	1069	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	23	SVDQuartets	4	1505	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	24	SVDQuartets	4	1375	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	25	SVDQuartets	2	1281	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	26	SVDQuartets	7	1278	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	27	SVDQuartets	9	1473	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	28	SVDQuartets	5	1112	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	29	SVDQuartets	7	1035	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	30	SVDQuartets	4	1233	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	31	SVDQuartets	1	820	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	32	SVDQuartets	0	1516	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	33	SVDQuartets	5	1406	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	34	SVDQuartets	6	1090	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	35	SVDQuartets	5	968	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	36	SVDQuartets	6	1452	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	37	SVDQuartets	5	1241	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	38	SVDQuartets	3	1566	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	39	SVDQuartets	4	1041	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	40	SVDQuartets	5	1367	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	41	SVDQuartets	6	907	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	42	SVDQuartets	4	1325	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	43	SVDQuartets	4	1394	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	44	SVDQuartets	3	1234	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	45	SVDQuartets	2	792	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	46	SVDQuartets	4	1168	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	47	SVDQuartets	6	913	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	48	SVDQuartets	2	1657	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	49	SVDQuartets	5	1113	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	50	SVDQuartets	5	1009	64
M201	5.00E-09	1.00E+05	5.00E+06	1	1	1	wASTRAL*	3	886226	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	2	wASTRAL*	4	668344	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	3	wASTRAL*	7	1.00E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	4	wASTRAL*	6	915754	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	5	wASTRAL*	6	870345	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	6	wASTRAL*	7	703930	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	7	wASTRAL*	4	921667	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	8	wASTRAL*	7	871941	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	9	wASTRAL*	4	900335	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	10	wASTRAL*	11	783626	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	11	wASTRAL*	7	812749	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	12	wASTRAL*	7	716263	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	13	wASTRAL*	5	1.04E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	14	wASTRAL*	4	860950	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	15	wASTRAL*	9	778347	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	16	wASTRAL*	5	749255	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	17	wASTRAL*	1	926994	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	18	wASTRAL*	6	849097	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	19	wASTRAL*	5	955587	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	20	wASTRAL*	4	863384	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	21	wASTRAL*	4	911084	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	22	wASTRAL*	2	823007	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	23	wASTRAL*	5	895888	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	24	wASTRAL*	5	984844	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	25	wASTRAL*	3	906837	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	26	wASTRAL*	4	775014	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	27	wASTRAL*	9	995275	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	28	wASTRAL*	3	759233	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	29	wASTRAL*	8	767979	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	30	wASTRAL*	4	947791	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	31	wASTRAL*	3	642616	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	32	wASTRAL*	2	1.19E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	33	wASTRAL*	4	866185	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	34	wASTRAL*	5	859755	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	35	wASTRAL*	5	754398	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	36	wASTRAL*	6	697318	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	37	wASTRAL*	5	943171	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	38	wASTRAL*	5	1.01E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	39	wASTRAL*	5	779277	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	40	wASTRAL*	4	906092	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	41	wASTRAL*	5	730806	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	42	wASTRAL*	4	965722	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	43	wASTRAL*	5	996707	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	44	wASTRAL*	2	834028	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	45	wASTRAL*	6	678228	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	46	wASTRAL*	1	936462	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	47	wASTRAL*	7	805753	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	48	wASTRAL*	3	993957	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	49	wASTRAL*	6	836702	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	50	wASTRAL*	4	785297	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	3	CASTER-site	10	731.258	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	4	CASTER-site	5	708.683	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	11	CASTER-site	3	718.619	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	15	CASTER-site	6	777.136	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	16	CASTER-site	1	689.591	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	22	CASTER-site	1	704.604	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	23	CASTER-site	4	737.001	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	26	CASTER-site	1	698.065	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	27	CASTER-site	7	688.772	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	28	CASTER-site	15	748.271	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	29	CASTER-site	2	626.025	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	31	CASTER-site	3	722.157	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	32	CASTER-site	1	725.306	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	36	CASTER-site	2	697.397	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	38	CASTER-site	1	701.431	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	40	CASTER-site	1	689.863	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	42	CASTER-site	7	728.225	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	43	CASTER-site	5	750.713	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	45	CASTER-site	5	508.328	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	50	CASTER-site	4	710.574	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	3	CASTER-pair	3	2131.238	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	4	CASTER-pair	2	1977.696	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	11	CASTER-pair	2	1805.947	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	15	CASTER-pair	5	1791.573	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	16	CASTER-pair	1	652.83	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	22	CASTER-pair	2	1090.361	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	23	CASTER-pair	4	1134.764	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	26	CASTER-pair	1	668.178	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	27	CASTER-pair	2	1035.206	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	28	CASTER-pair	2	902.482	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	29	CASTER-pair	2	2315.838	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	31	CASTER-pair	1	1399.039	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	32	CASTER-pair	0	749.703	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	36	CASTER-pair	2	1358.889	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	38	CASTER-pair	1	950.12	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	40	CASTER-pair	2	709.468	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	42	CASTER-pair	2	678.672	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	43	CASTER-pair	5	1025.565	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	45	CASTER-pair	1	1515.108	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	50	CASTER-pair	1	697.822	32
M201	5.00E-07	1.00E+05	5.00E+06	1	1	3	RAxML-ng	4	37776.009	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	4	RAxML-ng	4	33933.468	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	11	RAxML-ng	1	36334.679	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	15	RAxML-ng	4	45205.041	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	16	RAxML-ng	5	44952.658	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	22	RAxML-ng	1	38728.78	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	23	RAxML-ng	4	34282.148	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	26	RAxML-ng	2	42085.522	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	27	RAxML-ng	4	45080.515	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	28	RAxML-ng	2	52486.95	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	29	RAxML-ng	3	33518.691	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	31	RAxML-ng	4	40311.006	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	32	RAxML-ng	0	51061.973	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	36	RAxML-ng	2	46137.412	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	38	RAxML-ng	2	34502.557	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	40	RAxML-ng	2	43996.241	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	42	RAxML-ng	4	35152.21	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	43	RAxML-ng	4	45101.295	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	45	RAxML-ng	1	27153.943	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	50	RAxML-ng	2	44747.06	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	3	SVDQuartets	6	35255	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	4	SVDQuartets	6	32444	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	11	SVDQuartets	5	42177	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	15	SVDQuartets	9	27458	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	16	SVDQuartets	1	43006	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	22	SVDQuartets	5	34247	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	23	SVDQuartets	7	32360	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	26	SVDQuartets	3	26028	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	27	SVDQuartets	10	38619	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	28	SVDQuartets	4	40729	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	29	SVDQuartets	7	35557	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	31	SVDQuartets	2	41864	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	32	SVDQuartets	5	36597	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	36	SVDQuartets	6	27266	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	38	SVDQuartets	3	34715	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	40	SVDQuartets	3	37218	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	42	SVDQuartets	3	43443	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	43	SVDQuartets	7	27781	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	45	SVDQuartets	8	23746	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	50	SVDQuartets	4	41310	64
M201	5.00E-07	1.00E+05	5.00E+06	1	1	3	wASTRAL*	5	2.55E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	4	wASTRAL*	2	2.32E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	11	wASTRAL*	3	2.47E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	15	wASTRAL*	7	2.64E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	16	wASTRAL*	3	2.56E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	22	wASTRAL*	2	2.37E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	23	wASTRAL*	6	2.40E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	26	wASTRAL*	4	2.75E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	27	wASTRAL*	4	1.87E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	28	wASTRAL*	2	2.70E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	29	wASTRAL*	3	2.45E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	31	wASTRAL*	4	2.68E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	32	wASTRAL*	1	2.81E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	36	wASTRAL*	2	2.70E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	38	wASTRAL*	3	2.64E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	40	wASTRAL*	3	2.68E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	42	wASTRAL*	6	2.28E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	43	wASTRAL*	6	2.44E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	45	wASTRAL*	1	1.89E+06	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	50	wASTRAL*	3	1.70E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	1	CASTER-site	4	818.712	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	2	CASTER-site	4	746.479	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	3	CASTER-site	8	556.849	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	4	CASTER-site	5	439.627	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	5	CASTER-site	6	676.023	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	6	CASTER-site	4	871.828	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	7	CASTER-site	2	737.418	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	8	CASTER-site	3	854.063	32
