mut	method	top	rep	AB|CD	AC|BD	BC|AD
1X	likelihood	AC|BD	95	4.2874E-08	0.999999957	2.71825E-41
1X	likelihood	AC|BD	96	1.67551E-19	1	1.60364E-62
1X	likelihood	AC|BD	97	1	1.61816E-21	4.37364E-54
1X	likelihood	AC|BD	98	1.38187E-11	1	1.69278E-69
1X	likelihood	AC|BD	99	1.1708E-61	1	1.2532E-102
1X	likelihood	AC|BD	100	1.51353E-64	1	3.13563E-92
1X	likelihood	BC|AD	1	1	2.83612E-11	2.17371E-11
1X	likelihood	BC|AD	2	0.999999755	2.45002E-07	1.18959E-13
1X	likelihood	BC|AD	3	1	2.65128E-24	4.76647E-13
1X	likelihood	BC|AD	4	1	3.29647E-10	7.55117E-20
1X	likelihood	BC|AD	5	0.928574787	0.071425213	8.2387E-17
1X	likelihood	BC|AD	6	1	3.61332E-25	1.26339E-27
1X	likelihood	BC|AD	7	1	2.77128E-33	7.11709E-47
1X	likelihood	BC|AD	8	1	1.69859E-27	2.42332E-31
1X	likelihood	BC|AD	9	0.461824442	0.538175558	7.93962E-11
1X	likelihood	BC|AD	10	1	4.73448E-22	1.73946E-42
1X	likelihood	BC|AD	11	0.999999996	4.01592E-09	7.16732E-18
1X	likelihood	BC|AD	12	1	1.3464E-11	1.83129E-12
1X	likelihood	BC|AD	13	0.9947014	0.0052986	2.22217E-27
1X	likelihood	BC|AD	14	1	1.58414E-24	3.78515E-48
1X	likelihood	BC|AD	15	1	7.13415E-34	6.96786E-33
1X	likelihood	BC|AD	16	1	7.01919E-37	1.88668E-39
1X	likelihood	BC|AD	17	1	1.02838E-41	6.70313E-42
1X	likelihood	BC|AD	18	1	5.15111E-26	9.35145E-18
1X	likelihood	BC|AD	19	3.27539E-11	1	4.6319E-29
1X	likelihood	BC|AD	20	1.90124E-06	0.999998099	8.3313E-12
1X	likelihood	BC|AD	21	0.00039038	0.99960962	1.12447E-20
1X	likelihood	BC|AD	22	1	8.6003E-27	1.16228E-28
1X	likelihood	BC|AD	23	1	1.7044E-26	1.22452E-30
1X	likelihood	BC|AD	24	1.35196E-30	1	8.13331E-29
1X	likelihood	BC|AD	25	1	4.29973E-30	1.2828E-24
1X	likelihood	BC|AD	26	0.000178811	0.999821189	1.34835E-36
1X	likelihood	BC|AD	27	0.999985232	1.47685E-05	1.27013E-31
1X	likelihood	BC|AD	28	1	8.35288E-13	4.61533E-28
1X	likelihood	BC|AD	29	1	7.02345E-50	3.42837E-48
1X	likelihood	BC|AD	30	1	1.00714E-19	4.48765E-45
1X	likelihood	BC|AD	31	1	4.36174E-22	9.88955E-35
1X	likelihood	BC|AD	32	0.001313166	0.998686834	1.42114E-15
1X	likelihood	BC|AD	33	1	7.19566E-35	3.09328E-38
1X	likelihood	BC|AD	34	0.999999603	3.97131E-07	7.46546E-21
1X	likelihood	BC|AD	35	0.99735385	0.00264615	3.09513E-35
1X	likelihood	BC|AD	36	0.999996658	3.34179E-06	1.68111E-23
1X	likelihood	BC|AD	37	0.999999658	3.41814E-07	1.26203E-32
1X	likelihood	BC|AD	38	1	6.0077E-24	2.22938E-32
1X	likelihood	BC|AD	39	1	9.24689E-21	2.27248E-22
1X	likelihood	BC|AD	40	5.80586E-05	0.999941941	6.42302E-17
1X	likelihood	BC|AD	41	2.27165E-06	0.999997728	6.556E-28
1X	likelihood	BC|AD	42	1	6.25854E-17	7.0963E-42
1X	likelihood	BC|AD	43	6.1478E-07	0.999999385	1.2931E-24
1X	likelihood	BC|AD	44	1.189E-19	1	6.6418E-28
1X	likelihood	BC|AD	45	1.28263E-05	0.999987174	1.89761E-13
1X	likelihood	BC|AD	46	1	3.39162E-33	2.28142E-27
1X	likelihood	BC|AD	47	1	1.04227E-40	6.83956E-32
1X	likelihood	BC|AD	48	1	1.32581E-12	2.04138E-25
1X	likelihood	BC|AD	49	1	2.45748E-31	1.11154E-44
1X	likelihood	BC|AD	50	0.994805775	0.005194225	1.49953E-16
1X	likelihood	BC|AD	51	1	4.64379E-18	7.60065E-38
1X	likelihood	BC|AD	52	1	4.00602E-27	4.36546E-32
1X	likelihood	BC|AD	53	0.999999997	2.56066E-09	5.30308E-21
1X	likelihood	BC|AD	54	1	1.73536E-26	2.60271E-30
1X	likelihood	BC|AD	55	1	3.96346E-19	2.07724E-24
1X	likelihood	BC|AD	56	1	3.56699E-32	3.49432E-31
1X	likelihood	BC|AD	57	1	2.71912E-33	5.57426E-43
1X	likelihood	BC|AD	58	0.999999682	3.18386E-07	1.94197E-20
1X	likelihood	BC|AD	59	7.7216E-12	1	1.63263E-14
1X	likelihood	BC|AD	60	1	4.6041E-17	1.80111E-40
1X	likelihood	BC|AD	61	1	3.83957E-16	4.94624E-25
1X	likelihood	BC|AD	62	1	8.15852E-36	1.30361E-31
1X	likelihood	BC|AD	63	1	1.62112E-19	1.63162E-42
1X	likelihood	BC|AD	64	1	5.35495E-12	3.6508E-17
1X	likelihood	BC|AD	65	0.999594506	0.000405494	7.95234E-22
1X	likelihood	BC|AD	66	0.223914224	0.776085776	8.3142E-23
1X	likelihood	BC|AD	67	1.24744E-07	0.999999875	1.0115E-11
1X	likelihood	BC|AD	68	0.876641135	0.123358865	4.45432E-18
1X	likelihood	BC|AD	69	1	4.0767E-21	8.19323E-33
1X	likelihood	BC|AD	70	1.41354E-07	0.999999859	5.48595E-14
1X	likelihood	BC|AD	71	1	4.07834E-61	6.85252E-66
1X	likelihood	BC|AD	72	1	3.52111E-15	1.40806E-26
1X	likelihood	BC|AD	73	1	9.53407E-22	1.80737E-22
1X	likelihood	BC|AD	74	1	5.9941E-15	9.10476E-27
1X	likelihood	BC|AD	75	1	9.28237E-19	3.72463E-29
1X	likelihood	BC|AD	76	1	1.61843E-23	2.05142E-18
1X	likelihood	BC|AD	77	1	7.63038E-31	4.91257E-27
1X	likelihood	BC|AD	78	1	5.37864E-11	6.73773E-32
1X	likelihood	BC|AD	79	3.34709E-14	0.999900176	9.98242E-05
1X	likelihood	BC|AD	80	9.08174E-09	0.999999991	1.17562E-27
1X	likelihood	BC|AD	81	2.24839E-26	1	2.29351E-48
1X	likelihood	BC|AD	82	5.88223E-14	0.994759062	0.005240938
1X	likelihood	BC|AD	83	1	1.02152E-21	1.52165E-27
1X	likelihood	BC|AD	84	0.975493378	0.024506622	3.22651E-26
1X	likelihood	BC|AD	85	1	1.22973E-27	3.584E-35
1X	likelihood	BC|AD	86	1	2.22803E-19	3.34031E-36
1X	likelihood	BC|AD	87	1	7.70912E-40	3.32202E-42
1X	likelihood	BC|AD	88	1	1.12349E-11	2.93383E-33
1X	likelihood	BC|AD	89	0.999627537	0.000372463	4.01156E-30
1X	likelihood	BC|AD	90	1	2.74169E-42	8.28138E-53
1X	likelihood	BC|AD	91	1	1.11641E-19	3.48622E-39
1X	likelihood	BC|AD	92	0.999966703	3.32973E-05	1.47071E-15
1X	likelihood	BC|AD	93	1	1.55031E-23	7.31849E-40
1X	likelihood	BC|AD	94	1	8.66643E-23	8.7676E-36
1X	likelihood	BC|AD	95	1	1.18782E-19	6.41567E-44
1X	likelihood	BC|AD	96	1	4.40549E-10	3.59144E-30
1X	likelihood	BC|AD	97	0.999866062	0.000133938	4.06931E-13
1X	likelihood	BC|AD	98	0.96234836	0.03765164	2.44425E-19
1X	likelihood	BC|AD	99	1	2.71389E-28	1.34298E-34
1X	likelihood	BC|AD	100	5.71933E-10	0.999999999	4.95482E-16
2X	likelihood	AB|CD	1	1	2.85504E-48	1.30357E-60
2X	likelihood	AB|CD	2	1	1.42495E-31	7.1851E-53
2X	likelihood	AB|CD	3	1	4.87841E-39	2.09161E-58
2X	likelihood	AB|CD	4	1	4.59485E-58	2.00011E-67
2X	likelihood	AB|CD	5	1	2.57725E-32	3.62256E-55
2X	likelihood	AB|CD	6	1	6.57452E-67	3.81291E-81
2X	likelihood	AB|CD	7	1	2.2487E-57	1.51671E-71
2X	likelihood	AB|CD	8	1	1.03204E-71	4.56989E-88
2X	likelihood	AB|CD	9	1	4.92476E-62	1.09378E-78
2X	likelihood	AB|CD	10	1	1.15074E-40	5.2695E-58
2X	likelihood	AB|CD	11	1	5.60399E-35	7.13271E-61
2X	likelihood	AB|CD	12	1	3.37147E-57	6.61472E-74
2X	likelihood	AB|CD	13	1	1.29714E-43	1.23297E-52
2X	likelihood	AB|CD	14	1	1.8365E-63	5.79391E-80
2X	likelihood	AB|CD	15	1	4.22559E-43	1.3655E-59
2X	likelihood	AB|CD	16	1	5.24824E-34	8.59125E-44
2X	likelihood	AB|CD	17	1	1.06125E-64	4.71643E-77
2X	likelihood	AB|CD	18	1	6.84399E-69	1.33728E-78
2X	likelihood	AB|CD	19	1	9.49177E-52	3.43421E-68
2X	likelihood	AB|CD	20	1	1.80581E-53	4.30715E-62
2X	likelihood	AB|CD	21	1	3.35534E-30	5.82357E-46
2X	likelihood	AB|CD	22	1	1.64898E-43	1.35879E-54
2X	likelihood	AB|CD	23	1	2.84098E-84	2.58849E-89
2X	likelihood	AB|CD	24	1	2.31617E-46	1.05418E-56
2X	likelihood	AB|CD	25	1	6.09577E-54	4.05869E-63
2X	likelihood	AB|CD	26	1	2.33041E-24	8.75157E-38
2X	likelihood	AB|CD	27	1	6.3813E-69	4.97981E-81
2X	likelihood	AB|CD	28	1	5.8517E-85	1.2331E-100
2X	likelihood	AB|CD	29	1	1.27405E-67	2.41244E-78
2X	likelihood	AB|CD	30	1	1.36155E-25	1.13068E-39
2X	likelihood	AB|CD	31	1	1.02868E-62	2.03425E-72
2X	likelihood	AB|CD	32	1	1.32054E-24	3.67848E-47
2X	likelihood	AB|CD	33	1	1.60943E-75	2.25368E-83
2X	likelihood	AB|CD	34	1	1.44467E-75	4.44522E-92
2X	likelihood	AB|CD	35	1	3.6698E-31	1.49046E-48
2X	likelihood	AB|CD	36	1	4.17323E-61	1.22675E-69
2X	likelihood	AB|CD	37	1	1.53009E-45	8.29046E-60
2X	likelihood	AB|CD	38	1	3.72193E-91	6.6096E-112
2X	likelihood	AB|CD	39	1	5.5969E-26	6.52186E-43
2X	likelihood	AB|CD	40	0.999999994	6.41902E-09	3.78635E-40
2X	likelihood	AB|CD	41	1	8.5544E-64	4.38878E-77
2X	likelihood	AB|CD	42	1	5.48765E-47	8.91546E-68
2X	likelihood	AB|CD	43	1	3.50661E-37	6.88203E-46
2X	likelihood	AB|CD	44	1	2.89446E-27	2.17422E-49
2X	likelihood	AB|CD	45	1	3.03885E-35	3.80606E-54
2X	likelihood	AB|CD	46	1	2.68326E-65	1.31506E-75
2X	likelihood	AB|CD	47	1	4.34673E-52	5.15533E-65
2X	likelihood	AB|CD	48	1	8.50414E-30	8.73214E-53
2X	likelihood	AB|CD	49	1	5.90555E-34	2.72375E-53
2X	likelihood	AB|CD	50	1	2.58323E-24	3.8787E-47
2X	likelihood	AB|CD	51	1	5.53602E-62	5.91977E-74
2X	likelihood	AB|CD	52	1	2.30317E-21	1.66845E-34
2X	likelihood	AB|CD	53	1	8.25482E-27	4.00325E-60
2X	likelihood	AB|CD	54	1	1.75205E-68	2.99386E-83
2X	likelihood	AB|CD	55	1	2.0522E-46	9.1899E-60
2X	likelihood	AB|CD	56	1	4.06275E-63	9.67826E-75
2X	likelihood	AB|CD	57	1	6.92397E-41	5.9717E-65
2X	likelihood	AB|CD	58	1	1.3336E-75	1.26023E-74
2X	likelihood	AB|CD	59	1	1.25588E-51	5.07312E-70
2X	likelihood	AB|CD	60	1	5.41032E-33	2.47209E-36
2X	likelihood	AB|CD	61	1	9.10205E-47	4.3104E-65
2X	likelihood	AB|CD	62	1	1.10061E-63	1.28293E-84
2X	likelihood	AB|CD	63	1	1.23906E-57	3.99865E-70
2X	likelihood	AB|CD	64	1	1.40387E-38	1.35053E-47
2X	likelihood	AB|CD	65	1	7.99383E-49	4.95187E-56
2X	likelihood	AB|CD	66	1	3.58293E-55	1.83667E-70
2X	likelihood	AB|CD	67	1	3.70802E-47	2.99198E-58
2X	likelihood	AB|CD	68	1	5.39933E-62	2.16098E-83
2X	likelihood	AB|CD	69	1	1.56351E-58	9.74697E-70
2X	likelihood	AB|CD	70	1	5.68571E-70	1.32475E-79
2X	likelihood	AB|CD	71	1	1.13338E-67	3.38621E-73
2X	likelihood	AB|CD	72	1	4.60194E-35	2.68123E-62
2X	likelihood	AB|CD	73	1	5.02478E-28	1.73386E-57
2X	likelihood	AB|CD	74	1	1.84413E-53	1.50286E-69
2X	likelihood	AB|CD	75	1	2.71631E-62	3.59411E-74
2X	likelihood	AB|CD	76	1	1.15939E-34	8.18138E-63
2X	likelihood	AB|CD	77	1	1.79085E-61	1.50903E-76
2X	likelihood	AB|CD	78	1	4.77215E-27	3.42094E-46
2X	likelihood	AB|CD	79	1	2.84427E-33	1.59296E-54
2X	likelihood	AB|CD	80	1	1.09188E-87	7.27726E-97
2X	likelihood	AB|CD	81	1	1.56105E-16	9.54402E-46
2X	likelihood	AB|CD	82	1	6.24736E-43	3.34689E-65
2X	likelihood	AB|CD	83	1	1.53652E-59	8.56943E-67
2X	likelihood	AB|CD	84	1	4.97526E-35	1.69729E-65
2X	likelihood	AB|CD	85	1	2.13237E-38	2.03674E-57
2X	likelihood	AB|CD	86	1	3.10552E-55	6.0959E-66
2X	likelihood	AB|CD	87	1	3.2347E-58	4.46133E-64
2X	likelihood	AB|CD	88	1	1.8991E-28	1.88387E-45
2X	likelihood	AB|CD	89	1	6.93768E-29	2.7358E-52
2X	likelihood	AB|CD	90	1	7.63802E-31	2.67738E-51
2X	likelihood	AB|CD	91	1	2.06838E-56	9.25692E-69
2X	likelihood	AB|CD	92	1	7.77195E-59	3.21887E-65
2X	likelihood	AB|CD	93	1	2.57832E-31	2.34396E-51
2X	likelihood	AB|CD	94	1	1.62526E-49	2.27717E-58
2X	likelihood	AB|CD	95	1	5.45099E-27	1.93123E-43
2X	likelihood	AB|CD	96	1	2.23751E-16	1.80428E-43
2X	likelihood	AB|CD	97	1	3.13083E-74	2.60431E-96
2X	likelihood	AB|CD	98	1	2.17242E-51	4.64453E-61
2X	likelihood	AB|CD	99	1	1.54133E-37	1.26459E-44
2X	likelihood	AB|CD	100	1	7.36253E-40	8.5636E-59
2X	likelihood	AC|BD	1	3.83582E-28	1	1.12476E-42
2X	likelihood	AC|BD	2	4.82386E-42	1	3.55411E-60
2X	likelihood	AC|BD	3	3.31775E-21	1	3.3234E-41
2X	likelihood	AC|BD	4	1.2616E-28	1	1.14455E-53
2X	likelihood	AC|BD	5	9.46596E-20	1	9.04077E-44
2X	likelihood	AC|BD	6	1.53379E-44	1	2.4646E-65
2X	likelihood	AC|BD	7	5.53025E-38	1	1.61195E-64
2X	likelihood	AC|BD	8	0.083784774	0.916215226	1.4825E-38
2X	likelihood	AC|BD	9	7.00487E-13	1	5.13628E-45
2X	likelihood	AC|BD	10	6.99155E-20	1	1.13087E-41
2X	likelihood	AC|BD	11	0.99948663	0.00051337	3.86662E-34
2X	likelihood	AC|BD	12	2.62484E-12	1	1.50214E-34
2X	likelihood	AC|BD	13	5.50941E-23	1	4.11202E-46
2X	likelihood	AC|BD	14	3.76491E-32	1	3.53285E-60
2X	likelihood	AC|BD	15	7.40779E-18	1	3.74274E-39
2X	likelihood	AC|BD	16	1.73778E-13	1	1.75969E-31
2X	likelihood	AC|BD	17	0.9942854	0.0057146	1.14464E-39
2X	likelihood	AC|BD	18	0.999972076	2.79239E-05	5.9917E-40
2X	likelihood	AC|BD	19	1.59193E-17	1	2.45735E-48
2X	likelihood	AC|BD	20	8.64994E-30	1	6.16877E-47
2X	likelihood	AC|BD	21	4.61454E-26	1	6.97787E-44
2X	likelihood	AC|BD	22	4.97262E-17	1	3.20746E-35
2X	likelihood	AC|BD	23	1.84757E-22	1	1.52046E-53
2X	likelihood	AC|BD	24	4.59109E-19	1	2.07177E-40
2X	likelihood	AC|BD	25	1.52395E-33	1	3.34828E-64
2X	likelihood	AC|BD	26	0.968015603	0.031984397	2.33746E-42
2X	likelihood	AC|BD	27	0.999999992	7.93486E-09	1.41264E-23
2X	likelihood	AC|BD	28	3.04004E-22	1	5.27326E-37
2X	likelihood	AC|BD	29	6.7925E-39	1	1.28629E-56
2X	likelihood	AC|BD	30	0.000791333	0.999208667	3.1646E-39
2X	likelihood	AC|BD	31	2.04821E-29	1	6.3023E-46
2X	likelihood	AC|BD	32	1.97094E-06	0.999998029	1.641E-33
2X	likelihood	AC|BD	33	2.57155E-06	0.999997428	4.6895E-45
2X	likelihood	AC|BD	34	9.30154E-55	1	8.42991E-68
2X	likelihood	AC|BD	35	1.07193E-23	1	8.44517E-54
2X	likelihood	AC|BD	36	3.15185E-41	1	1.37761E-57
2X	likelihood	AC|BD	37	5.95375E-12	1	2.25107E-40
2X	likelihood	AC|BD	38	8.4214E-15	1	2.62239E-48
2X	likelihood	AC|BD	39	1.42238E-45	1	1.50547E-60
2X	likelihood	AC|BD	40	1.8876E-33	1	6.98552E-51
2X	likelihood	AC|BD	41	6.44406E-43	1	1.91401E-67
2X	likelihood	AC|BD	42	1.44392E-16	1	2.09469E-40
2X	likelihood	AC|BD	43	1.0132E-19	1	5.22118E-32
2X	likelihood	AC|BD	44	2.57487E-27	1	1.09801E-47
2X	likelihood	AC|BD	45	1	2.61807E-11	1.15882E-40
2X	likelihood	AC|BD	46	2.25421E-27	1	8.46145E-59
2X	likelihood	AC|BD	47	1.0594E-20	1	5.68451E-44
2X	likelihood	AC|BD	48	6.55692E-59	1	2.79166E-78
2X	likelihood	AC|BD	49	1.54329E-46	1	1.15811E-68
2X	likelihood	AC|BD	50	2.14479E-24	1	6.75761E-49
2X	likelihood	AC|BD	51	2.07517E-24	1	1.53768E-62
2X	likelihood	AC|BD	52	2.39039E-23	1	1.29745E-40
2X	likelihood	AC|BD	53	9.61464E-21	1	1.08077E-49
2X	likelihood	AC|BD	54	2.76286E-09	0.999999997	5.95603E-40
2X	likelihood	AC|BD	55	7.11021E-18	1	8.4248E-55
2X	likelihood	AC|BD	56	0.999939693	6.03071E-05	3.3437E-31
2X	likelihood	AC|BD	57	1.43182E-17	1	6.02998E-44
2X	likelihood	AC|BD	58	2.74443E-42	1	5.2144E-52
2X	likelihood	AC|BD	59	1.78564E-15	1	3.44834E-34
2X	likelihood	AC|BD	60	0.999999987	1.32536E-08	2.20924E-37
2X	likelihood	AC|BD	61	0.000298035	0.999701965	5.76857E-32
2X	likelihood	AC|BD	62	6.17497E-06	0.999993825	7.7515E-34
2X	likelihood	AC|BD	63	9.3171E-10	0.999999999	5.66929E-36
2X	likelihood	AC|BD	64	7.84572E-29	1	3.54486E-47
2X	likelihood	AC|BD	65	4.60645E-23	1	1.49779E-41
2X	likelihood	AC|BD	66	8.79544E-38	1	1.70405E-53
2X	likelihood	AC|BD	67	0.984280362	0.015719638	2.34153E-37
2X	likelihood	AC|BD	68	7.46236E-22	1	5.4708E-52
2X	likelihood	AC|BD	69	5.20858E-33	1	3.12344E-58
2X	likelihood	AC|BD	70	1	2.60393E-12	3.8877E-39
2X	likelihood	AC|BD	71	1.11845E-17	1	3.41036E-39
2X	likelihood	AC|BD	72	3.18562E-37	1	4.75259E-61
2X	likelihood	AC|BD	73	1.03979E-12	1	6.07337E-46
2X	likelihood	AC|BD	74	1.38845E-14	1	7.74018E-52
2X	likelihood	AC|BD	75	2.2757E-21	1	9.65851E-51
2X	likelihood	AC|BD	76	2.20258E-25	1	5.83139E-50
2X	likelihood	AC|BD	77	2.35631E-07	0.999999764	9.6541E-28
2X	likelihood	AC|BD	78	9.91219E-56	1	1.49862E-71
2X	likelihood	AC|BD	79	0.010707983	0.989292017	2.30168E-40
2X	likelihood	AC|BD	80	2.4426E-36	1	2.26924E-64
2X	likelihood	AC|BD	81	0.686111	0.313889	1.72576E-28
2X	likelihood	AC|BD	82	5.11507E-14	1	5.61055E-37
2X	likelihood	AC|BD	83	4.84E-46	1	3.14491E-68
2X	likelihood	AC|BD	84	2.15444E-18	1	1.19344E-51
2X	likelihood	AC|BD	85	9.62702E-42	1	2.00509E-61
2X	likelihood	AC|BD	86	1.66706E-36	1	3.18654E-58
2X	likelihood	AC|BD	87	5.44595E-22	1	2.03232E-55
2X	likelihood	AC|BD	88	8.47434E-24	1	1.1857E-45
2X	likelihood	AC|BD	89	8.34346E-35	1	5.20537E-61
2X	likelihood	AC|BD	90	3.64064E-43	1	4.78435E-57
2X	likelihood	AC|BD	91	0.002704851	0.997295149	2.21339E-38
2X	likelihood	AC|BD	92	3.02427E-49	1	5.87591E-63
2X	likelihood	AC|BD	93	6.44694E-13	1	4.66067E-43
2X	likelihood	AC|BD	94	1.20277E-25	1	1.29888E-47
2X	likelihood	AC|BD	95	0.013653659	0.986346341	2.49817E-33
2X	likelihood	AC|BD	96	1.4113E-06	0.999998589	5.93022E-36
2X	likelihood	AC|BD	97	1	8.29947E-14	2.66457E-24
2X	likelihood	AC|BD	98	1.57943E-36	1	3.39036E-58
2X	likelihood	AC|BD	99	1.3831E-45	1	3.67551E-61
2X	likelihood	AC|BD	100	1.44783E-36	1	4.08373E-53
2X	likelihood	BC|AD	1	0.999995752	2.51454E-07	3.99685E-06
2X	likelihood	BC|AD	2	1	1.75045E-22	2.57657E-23
2X	likelihood	BC|AD	3	0.999999995	6.3119E-11	5.40468E-09
2X	likelihood	BC|AD	4	0.9975039	0.002314644	0.000181456
2X	likelihood	BC|AD	5	0.999997099	8.45783E-07	2.05548E-06
2X	likelihood	BC|AD	6	1	9.02319E-27	1.37514E-30
2X	likelihood	BC|AD	7	1	1.42492E-19	2.60099E-34
2X	likelihood	BC|AD	8	1	1.23241E-29	1.1835E-35
2X	likelihood	BC|AD	9	1	9.52454E-22	1.07909E-19
2X	likelihood	BC|AD	10	1	3.07825E-16	6.90594E-28
2X	likelihood	BC|AD	11	1	6.60741E-14	1.18053E-29
2X	likelihood	BC|AD	12	0.267735137	0.00302829	0.729236573
2X	likelihood	BC|AD	13	0.928175821	0.071824179	1.32355E-10
2X	likelihood	BC|AD	14	1	9.54991E-18	2.9848E-18
2X	likelihood	BC|AD	15	1	4.08086E-33	7.30799E-29
2X	likelihood	BC|AD	16	1	9.52617E-24	1.12812E-30
2X	likelihood	BC|AD	17	1	2.4692E-34	1.15939E-34
2X	likelihood	BC|AD	18	0.999999945	5.52167E-08	1.25498E-19
2X	likelihood	BC|AD	19	1.09364E-06	0.999998906	1.63306E-23
2X	likelihood	BC|AD	20	9.07419E-11	0.999998615	1.38474E-06
2X	likelihood	BC|AD	21	7.59773E-05	0.999923981	4.13962E-08
2X	likelihood	BC|AD	22	1	2.38917E-17	1.53538E-15
2X	likelihood	BC|AD	23	1	1.82237E-31	1.70939E-31
2X	likelihood	BC|AD	24	3.41022E-15	1	9.32522E-32
2X	likelihood	BC|AD	25	0.999999883	1.16777E-07	1.21667E-19
2X	likelihood	BC|AD	26	1	5.93446E-15	5.79681E-33
2X	likelihood	BC|AD	27	0.999948661	5.13394E-05	5.55013E-22
2X	likelihood	BC|AD	28	0.999999998	2.05293E-09	4.28676E-18
2X	likelihood	BC|AD	29	1	5.90511E-39	6.92684E-40
2X	likelihood	BC|AD	30	1	7.65054E-15	2.20199E-16
2X	likelihood	BC|AD	31	1	1.23813E-13	5.20288E-26
2X	likelihood	BC|AD	32	1	1.04981E-13	4.65116E-19
2X	likelihood	BC|AD	33	1	5.97412E-11	1.14105E-17
2X	likelihood	BC|AD	34	3.34308E-05	0.999966569	1.04324E-16
2X	likelihood	BC|AD	35	0.030148728	0.969851272	1.42795E-10
2X	likelihood	BC|AD	36	0.999996856	3.14404E-06	4.87129E-16
2X	likelihood	BC|AD	37	0.99924119	0.00075881	1.07012E-18
2X	likelihood	BC|AD	38	1	1.11222E-16	5.50495E-37
2X	likelihood	BC|AD	39	0.999981575	1.51726E-05	3.25272E-06
2X	likelihood	BC|AD	40	1	3.50937E-11	7.59216E-19
2X	likelihood	BC|AD	41	0.999987006	1.29941E-05	8.65766E-23
2X	likelihood	BC|AD	42	1	3.62048E-13	1.29127E-25
2X	likelihood	BC|AD	43	3.46319E-14	1	3.39386E-29
2X	likelihood	BC|AD	44	6.53717E-06	0.999993463	1.06522E-14
2X	likelihood	BC|AD	45	0.999999857	1.42774E-07	2.08344E-12
2X	likelihood	BC|AD	46	1	5.36892E-25	6.04135E-25
2X	likelihood	BC|AD	47	1	5.15062E-19	1.181E-16
2X	likelihood	BC|AD	48	2.99676E-18	1	2.29896E-23
2X	likelihood	BC|AD	49	1	5.50671E-29	8.24876E-36
2X	likelihood	BC|AD	50	0.999990889	9.11117E-06	3.27727E-12
2X	likelihood	BC|AD	51	1	3.08802E-18	2.00433E-33
2X	likelihood	BC|AD	52	1	2.41902E-16	3.13499E-25
2X	likelihood	BC|AD	53	0.999999901	9.93119E-08	2.25701E-24
2X	likelihood	BC|AD	54	1	4.37666E-21	1.52571E-23
2X	likelihood	BC|AD	55	1	1.35904E-15	1.95513E-23
2X	likelihood	BC|AD	56	1	5.55053E-34	3.25157E-31
2X	likelihood	BC|AD	57	0.999999921	7.93022E-08	3.44196E-24
2X	likelihood	BC|AD	58	1	3.10298E-16	1.40923E-24
2X	likelihood	BC|AD	59	1.98091E-13	0.999952465	4.75348E-05
2X	likelihood	BC|AD	60	1	5.89407E-17	4.06794E-31
2X	likelihood	BC|AD	61	1	8.73586E-11	7.24852E-27
2X	likelihood	BC|AD	62	1	3.31387E-19	1.50501E-27
2X	likelihood	BC|AD	63	1	1.44982E-11	2.94747E-17
2X	likelihood	BC|AD	64	1	1.16166E-10	2.0901E-26
2X	likelihood	BC|AD	65	1	1.97951E-10	4.52837E-16
2X	likelihood	BC|AD	66	0.999989026	1.09737E-05	1.05146E-14
2X	likelihood	BC|AD	67	0.299223127	0.700776873	2.50377E-16
2X	likelihood	BC|AD	68	0.99999232	7.6791E-06	1.26018E-09
2X	likelihood	BC|AD	69	1	3.11564E-11	7.29214E-27
2X	likelihood	BC|AD	70	3.65901E-14	1	1.35341E-25
2X	likelihood	BC|AD	71	1	4.81704E-43	5.71494E-48
2X	likelihood	BC|AD	72	0.999999834	2.80721E-14	1.65714E-07
2X	likelihood	BC|AD	73	1	2.24237E-18	3.92728E-17
2X	likelihood	BC|AD	74	1	7.61757E-23	5.41879E-22
2X	likelihood	BC|AD	75	1	4.2964E-15	2.32751E-27
2X	likelihood	BC|AD	76	1	1.03402E-23	1.18941E-23
2X	likelihood	BC|AD	77	0.999956426	4.35743E-05	1.4841E-10
2X	likelihood	BC|AD	78	1	8.75865E-24	2.88655E-36
2X	likelihood	BC|AD	79	2.74017E-12	0.999999959	4.11106E-08
2X	likelihood	BC|AD	80	0.999999657	3.43184E-07	3.19428E-16
2X	likelihood	BC|AD	81	1.16243E-06	0.999998838	9.28799E-32
2X	likelihood	BC|AD	82	5.26777E-13	1	3.50217E-28
2X	likelihood	BC|AD	83	1	6.02312E-13	1.02458E-21
2X	likelihood	BC|AD	84	1.25694E-08	0.999999987	1.18979E-15
2X	likelihood	BC|AD	85	1	2.07345E-26	1.99696E-25
2X	likelihood	BC|AD	86	1	1.23238E-17	6.2654E-24
2X	likelihood	BC|AD	87	1	8.61459E-23	1.93681E-24
2X	likelihood	BC|AD	88	0.998836316	0.001163684	9.23544E-26
2X	likelihood	BC|AD	89	0.999999716	2.83515E-07	6.46363E-14
2X	likelihood	BC|AD	90	1	1.87486E-18	5.1383E-32
2X	likelihood	BC|AD	91	1	1.04231E-11	3.67097E-23
2X	likelihood	BC|AD	92	0.833073948	0.166854539	7.15129E-05
2X	likelihood	BC|AD	93	1	5.83213E-28	5.73968E-40
2X	likelihood	BC|AD	94	1	4.70155E-34	1.97945E-39
2X	likelihood	BC|AD	95	1	2.37847E-23	3.4824E-32
2X	likelihood	BC|AD	96	1	1.40135E-11	1.19147E-14
